Avis
"Je suis très content de ce téléphone qui est assez intuitif et correspond bien à mes attentes. J'étais très ""htc"" mais ils se sont dégradé au fil des années. Bravo huawei, c'est adopté !"
"Génial j'en suis fan... Je ne suis pas très connecté... Donc léger, facile d'utilisation, tiens la charge, jolies photos...Parfait !"
Très bon rapport qualité prix je suis passé de Samsung à huawei et je ne suis pas déçu du tout. Portable facile d'utilisation et belle qualité photo le seul bémol et peut être la batterie qui ne tient pas très longtemps mais j'ai beaucoup d'applications.
"offert à mon mari pour ses 60 ans .il trouve ce portable très facile à utiliser , léger et pratique .La batterie tient plusieurs jours .joli design.Nous avons acheté une coque pour le protéger quand mème. Rapport qualité prix excellent"
Bien sauf qu'il présente un bug lorsque je le met sur la fixation aimant de ma voiture (fonctionnait très s bien avec mes deux anciens téléphones)... Écran noir avec un affichage décalé...
"Smartphone Huawei P20 Lite, très contente du téléphone, fait de très belle photo facile d'utilisation"
Livraison rapide et produit correct. Le téléphone est conforme à la description et il y avait même une coque transparente inclus. Très contente de l'achat.
Le top ! Mais attention pas possible pour Netflix ! Dommage de ne pas être prévenu avant. Pour le reste meilleur qualité /prix.
Bon téléphone
"Téléphone surprenant pour le prix j'i pratiquement la qualité Apple, je recommande livrais sans problème.Téléphone avec la reconnaissance facial, l'empreinte, la qualité des photo et très très bonne la mémoire c'est génial"
"Super produit, bonne qualité, rapide, facile d'utilisation et résolution de l'écran impeccable. Je recommande vivement ce produit, rapport qualité/prix rien à redire"
"Article reçu ce jour, lecteur de carte SIM impossible à ouvrir. Dois partir en réparation..."
utilise surtout en téléphone et pour me tenir au courant des dernières informations  .transfert des données de l ancien téléphone asus rapide et assez complet.tient bien la charge
"Bon produit, facile à utiliser, malheureusement je dois le renvoyer parce qu'il y a un problème de caméra arrière, chaque fois que je voulais prendre une photo, l'écran devient blanc après deux trois essais cela remarche. Quel dommage !"
"J'ai commandé ce produit pour changer de téléphone, j'ai toujours eu des IPhone et je ne suis pas déçuQuelque petit bug quand je vais sur snapchat mais mis à part ça, très bon téléphone je recommande"
"Déjà détenteur d'un psmart qui me satisfait, le besoin familial de 2 smartphones avec un budget correct mais pas illimité m'a orienté sur le P20 lite."
"Livraison vraiment rapide,Très belles finitions.Ultra haute définition d'image avec double capteur optique.Version avec double sim intégrées"
Très bonne qualité et facilité d utilisation
Cadeaux de Noël de mon fils nous sommes déjà client de Huawei et en sommes très satisfaits ce model que nous avons acheté correspond à notre budget du moment
"Très bon téléphone qui répond parfaitement à mes attentes. Fluidité de l'écran tactile, légèreté, facile d'utilisation et esthétique soignée (en bleu il est vraiment très beau)"
"bonjour telephone qui ne se met pas en mode paysage dans les applis qui le permetent comme youtube chrome avec la rotation auto activé dans les parametres android, d ou ma note car sinon telephone au top niveau fluidité ecran."
Utilisation personnelle du mobile Huawei. Simple à utiliser :-) Pratique à débloquer avec la reconnaissance faciale surtout quand on est très occupé. Je le recommande autant pour une utilisation personnelle et professionnelle.
Il est bien bon rapport qualité prix. Qualité de l'image est super rien a envié à la gamme Samsung ou iPhone. Je vais prendre le pro le mois prochain
"Je viens de passer d'un Samsung S7 edge que je détestais au P20 lite, et je ne regrette rien.Super Design et paraît très robuste."
AU TOP!!
"Très bon produit, largement équivalent (voir même mieux) qu'un Iphone."
Impeccable
Première fois que je commande un Huawei et je dois dire que je suis agréablement surprise. Facile d'utilisation la qualité photo est parfaite pour le moment rien à dire j'espère qu'il tiendra dans la durée...
"La batterie tient très bien (facilement une journée d'utilisation et plus).La qualité des photos est remarquable, super écran, bon tactile. J'en passe... Pour ceux qui hésitent je recommande absolument!"
J adore ce téléphone je connaissais déjà cette marque je savais ce qu elle valait mais la pas déçue du tout je ne changerai plus de marque
"Bonjour,Très déçu du téléphone, il est impossible de mettre le téléphone en mode paysage. La rotation automatique ne fonctionne pas. C'est dommage car sinon le téléphone a l'air bien..."
"Comme son nom l' indique, c' est un téléphone 😜je suis satisfait, même si ma préférence allait sur une autre marque. Celui-ci fonctionne bien !"
Bon produit pas déçu
Très bon rapport qualité prix. Ma femme est ravi.
"Configuré en quelques minutes, Qualité à la prise en main plutôt bonne. Il fera un bon cadeau de Noël pour remplacer un vieux smartphone."
J'ai acheter ce téléphone et je le trouve très bien il a une bonne qualité photos pareil sur les vidéo YouTube et rapide la batterie tient très bien je recommande
pas pu encore m en servire pas de car de carte annoncée. Part contre pas de notice en Français. Très difficile de le mettre en route.
Très bon produit. Bonne qualité photo. Rien à redire sur le produit.
Très bon smarphoneTient bien la charge et simple d utilisationJe prendrai que des huawei maintenantThierry
Très satisfait
Prise en main rapide sauf problèmes de transfert de données d'un autre téléphone.Téléphone ok mais livraison par Amazone inadmissible paquet jeté dans le jardin
"Utilisation personnelle, très bienSatisfaite."
"Bonne prise en main, qualité de l'écran supérieure. Deux bémols : qualité des photos (surtout en zoom) et réactivité du clavier décevante"
Très bon produit qui devance largement le samsung galaxy s8 que j'ai eut juste avant. Seul bémol il a un default et je ne peut pas faire de partage de connexion
"Hyper satisfaite de cet achat, un telephone qui répond à mes attentes"
"Mobile commander le 18/11 , reçu le 20/11Magnifique téléphone en noir ,  une fluidité,  appareil photo super qualité,Je vous le recommande !!!"
Très bien
Bon produit sans surprise
"Bonjour,Le portable fonctionne très bien mais malheureusement a été livré avec un chargeur secteur prise USB défectueux.Ce sera le bémol de cette livraison."
Bon rapport qualité prix
Produit profesional
"Très satisfaite de mon tel, la livraison a été très rapide.Facile d'utilisation.Je recommande ."
"Super smartphone,Beau téléphone facilité d’utilisation, bonne qualité photocommande arrivée rapidement je suis très satisfaite"
Téléphone portable répondant à mes attentes. Je suis satisfait.
Il été plus à mes attentes
"léger, pratique , simple d'utilisation, belles photos, je n'ai pas encore essayé la vidéo... je n'ai pas encore tout exploité, pour le moment c'est le top."
Je suis ravie de mon achat
"lait tout ce q'on lui demande, transfert du précédent tel ultra-facile. En revanche mode d'emploi nullissime"
Très sympa. Simple d utilisation
"Très bon smartphone, juste génial sans débourser une fortune"
"Pour le moment tout ce passe à merveille, je suis très content de se téléphone"
Bon téléphone 📱
"Produit de bonne technologie, à recommander"
Téléphone reçu rapidement. Je suis très satisfaite du produit et le recommande !
"produit que je recommande avec un grand R, amatrice de samsung habituellement ce téléphone répond a toute mes attentes ! au top du top"
"Super le HUAWEI (p 20 lite), Téléphone très simple a utiliser et qui a de très bonnes performancesMagnifique, une deuxième amour"
Fragile comme tout les smartphoneQualite/prix tres bon
"Top, fluide et bon rapport/qualité/pris produit"
Livraison rapide.Colis arrivé en bon état.Je suis très satisfaite de mon achat.
Livraison rapide. Smartphone très bien pour moi. Facile d'utilisation. Bonne photos. Reconnaissance digital et faciale.
produit conforme en tout points à ce qui était annoncé.livraison extrêmement rapide.satisfaction à l'utilisation.
"commande a l'heure,prise en main facile,aucun soucis de connection.bref il tient ses promesses."
"Bonne prise en main dès le départ, très léger et très intuitif"
"Parfait, beau, léger et performant.Correspond à la description et au besoin.(3j d'utilisation)"
C'est un bon téléphone avec une belle qualité d'image et une facilité d'utilisation !!!
Super téléphone très simple d utilisation très belle qualité
Très contente de mon achat je recommande ce téléphone. Reçu dans les temps impeccable
"Très bon produit pour le prix,je recommande"
Mon mari était ravi de son cadeau de Noël!
Colis reçus très rapidement seul bémol pas de livret d'installation pour le portable en français
Très contente
Le téléphone est facile d'utilisation et les photos sont nickel
Bon rapport qualité prix
Bonne mémoireBonne rapiditéCharge rapide qui tient longtemps
Peu utilisé jusqu'ici mais le matériel semble fiable et robuste
Très bien
"Super téléphone, même si il est arrivé en retard"
Excellent rapport qualité _prix !!!! Vraiment surprenant
"Très bon gabarit, bon écran mais fonction Bluetooth laisse à désirer."
"très bon smartphone, simple à utiliser, léger et élégant"
Rien à redire le téléphone est tout simplement parfait.
"Super contente, utilisation intuitive, grande mémoire, super rapport qualité prix. Je recommande"
"Mon conjoint est heureux, livraison rapide"
"Il correspond à mes attentes de rapidité, d'intelligence et de simplicité merci Huawei P20 lite"
"j'ai reçu l'article avec une semaine d'avance, l'article fonctionne cependant le paquet était un peu abîmé."
"Super portable en reconditionné,fonctionne parfaitement, excellent rapport qualité prix"
Très bon téléphone je conseil bonne finition
Jer esu  le Huawei en très bon état la couleur elle est magnifique.
article livré defectueux : la rotation écran ne fonctionne pas.
"J'adore, aussi bien qu un Samsung"
"facile d'utilisation , a voir dans le temps."
Grandeur écran. Stockage. Rapidité. Facile.
Super téléphone avec le double sim pas d avoir plusieurs téléphone super
Excellent téléphone !
Trés content de mon achat. C'est un super téléphone.
Tout. difficulté reconnaissance facial quand la lumière est faible
smartphone très  facile a utiliser très pratique je le recommande
J'adore les huawei. Ma fille l'adore
Le produit correspondant à la description.Je recommande.
"J'adore ce téléphone, prix abordable,belle photo."
Très bien
Top du top pour le tarif merci Amazon
professionnel et il est tout à fait adapter à mes besoins.
"Vraiment bien ne bugue pas, rapide  qualité vraiment bien"
Excellent produit. tres facil et practique
Toujours au top huawei 👌
Bon téléphone
Téléphone défectueux le micro ne marcher plus au bout deux jour déçus
Très très bon téléphone je ne regrette pas mon achat
Très bien par rapport à la concurrence et au prix affiché
Nickel
Sans plus
Se téléphone est très bien !!
"Parfait, rien à dire, reçu un jour plus tôt"
Pas mal ce téléphone au niveau rapport qualité prix!
Très bon produit je recommende pas déçu.
Très bien
bonjour  produit très fluide et rapide :)
Conforme à la description
"Très bon téléphone, tous tourne sans problème."
impecable
Très bien
Très bien
Au top du top
sans soucis.tres bonne relation client et produit parfait
Bon produit
pas de probleme
conforme à mes attentes
Très bien
Exellent!
Il est super j adore
utilisation courante
Super
Qualité prix excellent
Tres bon telephone.
Excellente qualité
RAS
Très bon produit
Très bon produit
Utilisation quotidienne
Usage classique
super appareil
Magnifique
trop tôt
top cool
Il est parfait
excellent produit
Simple d'utilisation
excellente
"Huawei p20 lite reçu très rapidement neuf. Conforme à la description, léger, fin. Offre pendant le black friday. Il fait de très belle photos. Recommande +++."
"Acheté par mon fils de 14 ans excellent téléphone , design , fluidité , très jolies photosJ'ai le P8 lite 2017 c'est la gamme vraiment au dessus mais il n'a rien à envier aux plus grandes marques , nous sommes 6 et nous allons tous de plus en plus vers Huawei en délaissant la pomme ...pour qui a performances égales nous ne payons plus que la marque ...Super je recommande ++++"
"Correspond parfaitement à mon utilisation, suffisamment rapide et disposant d'une belle mémoire centrale...De plus la fonction photo est d'excellente qualité.Juste la batterie mériterait une plus grande capacité, mais là, je chipote...A conseiller!"
"Le huawei offre des fonctionnalités égales aux plus grandes marques. La reconnaissance faciale et digitale offre plus de sécurité. Par ailleurs, design sympa, fonctionnalités idéales, qualité phot plus que correcte, très réactif.En résumé, ravie de cet achat."
"C'est la première fois que je m'achète un téléphone en ligne. Et je ne suis pas déçue ! J'ai longuement hésité car j'avais peur de recevoir le colis endommagé ou que le produit ne soit pas le bon car c'est quand même une sacrée somme ... Mais ce n'étais pas le cas. Le colis était bien protégé et le téléphone est arriver avant l'heure de livraison estimée. Petite surprise de 12€ de réduction lorsque j'ai cliquer sur ''valider la commande''. Le téléphone est garantie 2 ans, et tout fonctionne parfaitement. Bel écran, belles photos, fluide, bonne mémoire... Que dire de plus... Si vous hésitez comme moi a acheter ce produit vous pouvez y aller ! Beaucoup moins chère qu'en magasin pour le même résultat. Dans la boîte il y a une notice, la garantie, le chargeur et des écouteurs. Et le téléphone bien sûr. Le téléphone est comme sur la photo. J'ai commander le Huawei p20 lite bleu en ''autre version'' cela signifie que le téléphone est en vérité le Huawei nova 3e, c'est le nom chinois du téléphone mais sur la boîte c'est bien écrit ''huawei p20 lite'' et il est en français, alors pourquoi payer plus chère pour le même résultat ?Je ne suis pas déçue de mon achat (enfin cela ne fait que 1 jour que je l'ai, a voir avec le temps mais de toute façon il est garantie 2 ans). J'espère avoir répondu à vos questions car je me posais celles-ci avant de l'acheter ! Vous pouvez foncer !"
"J'étais très Apple, mais par faute de moyens j'ai choisis Huawei. J'ai acheté celui qui qui vraiment concurrence bien les autres téléphones, rapide, bonne capacité de mémoire, bon son, facilité d'utilisation. Seul soucis, la qualité photo laisse à desirer, si on veut une meilleure qualité il faut plus aller sur le P20 ou le P20 pro... Sinon un petit retard de livraison est à noter"
"Ca aurait été sympa de préciser ça dans la description.  Il n'y a que 2 places dans le tiroir à cartes.  1 pour nano sim et pour la deuxième, il faut choisir entre une seconde nano sim posée à l'horizontale ou la micro SD posée à la verticale.  Moi qui espérait pouvoir mettre mes 2 cartes sim ET ma carte mémoire, je suis très déçue.  Pour le reste c'est certainement un très bon smartphone, l'usage le dira dès que j'aurai reçu les protections."
Génial
"Vraiment satisfait de votre téléphone HuaweiAucun problème, reconnaissance des réseaux Wi-Fi ou GSM très bonne. Très rapide pour l'installation des programmes"
"Acheté pour ma chérie, ce smartphone + coque protection rose est vraiment dans l'élégance, léger, performant dans ses applications...... Très beau produit."
Magnifique portable seulement aucun mode d'emploi sa s'est dommage franchement
J'avais demandé un bleu j ai reçu un noirC est pas dramatique mais quand même...
Je n'ai pas reçu le produit et je n'arrive pas a faire de réclamation
Le petit souci c'est que la batterie ne tiens pas vraiment. Je suis obligé de le charger tous les soirs.
"Super téléphone, neuf en bon état, RAS"
"colis est venu dans 4 jours, sans faute toute neuf, merci les fournisseurs"
